Id,date,playoff,team_id,Elo,opp_team_id,opp_Elo,win_equivalent,bet_ratio,game_result
94,4/4/2003,False,team26,1388.8414,opp_team13,1709.9539,28.698071,0.21877396,1
95,2/16/1969,False,team8,1277.0103,opp_team2,1562.5524,26.010111,0.25577101,0
96,4/22/1999,False,team23,1587.1149,opp_team22,1634.4825,49.430126,0.57516986,1
97,11/2/1990,False,team9,,opp_team11,1514.5411,,0.7470023,0
98,5/12/1992,True,team5,1759.9183,opp_team1,,65.75042,0.80481333,0
99,1/19/1983,False,team36,1495.4673,opp_team1,1455.7313,40.896576,0.69091165,0
100,3/11/1953,False,team0,1582.4067,opp_team40,1526.111,49.030281,0.71089005,0
101,11/26/1968,False,team6,1285.9364,opp_team4,1593.823,24.982214,0.23206431,1
102,12/29/1987,False,team3,1668.2107,opp_team11,1513.7595,,0.8122564,1
103,2/9/1972,False,team10,1213.5867,opp_team8,1722.0283,18.285316,0.086972095,1
104,12/23/1978,False,team15,1382.74,opp_team50,1413.7328,30.080647,0.59802371,0
105,4/21/1991,False,team25,1359.0271,opp_team24,1401.705,27.706882,0.58175278,1
106,11/21/1996,False,team11,1565.4583,opp_team6,1423.2828,49.064545,0.80124182,0
107,2/6/1996,False,team10,1534.061,opp_team0,1385.8381,46.486172,0.80672765,0
108,12/5/2009,False,team20,1356.3257,opp_team15,1434.0399,27.488289,0.5320279,0
109,3/12/1986,False,team4,1599.4979,opp_team1,1373.6589,,0.86711413,0
110,3/31/2010,False,team3,1318.1067,opp_team22,1578.6564,,0.28410324,1
111,3/26/2007,False,team6,1635.7078,opp_team29,1338.2383,,0.90787983,0
112,2/8/2014,False,team8,,opp_team11,1611.468,19.695116,0.21072723,1
113,2/28/1967,False,team28,1495.0989,opp_team4,1700.3157,41.424549,0.35304606,1
114,1/9/2012,False,team16,1627.1429,opp_team38,1459.5466,51.026031,0.82352406,1
115,11/20/2002,False,team7,1498.4465,opp_team24,1502.8098,,0.63425839,1
116,2/24/1955,False,team33,1576.4935,opp_team43,1505.3713,,0.72811079,0
117,3/16/1992,False,team13,1611.6954,opp_team30,1447.8737,51.986298,0.82034403,1
118,12/29/2011,False,team21,,opp_team5,1625.7216,34.175312,0.38694668,1
119,4/22/2012,False,team13,1703.3093,opp_team10,1310.9078,60.364075,0.94451141,0
120,4/10/1984,False,team36,1473.4827,opp_team14,1483.9099,,0.62612355,1
121,1/19/1989,False,team21,1378.5598,opp_team1,1579.8069,30.895813,0.35828283,0
122,12/26/2001,False,team30,1506.4547,opp_team27,,41.948437,0.69269198,0
123,12/1/1979,False,team25,1449.745,opp_team19,1452.3491,35.789993,0.63660425,0
124,1/2/2007,False,team5,1576.0203,opp_team6,1662.7551,48.405712,0.51908082,1
125,3/7/1999,False,team1,1540.4872,opp_team19,1428.0386,45.971931,0.77258271,0
126,3/28/2015,False,team5,1551.2925,opp_team1,1256.3702,,0.90664613,0
127,3/22/1996,False,team20,1389.0496,opp_team4,1252.9873,,0.79557818,0
128,4/2/2012,False,team21,1393.1847,opp_team24,1457.9829,,0.5504868,0
129,4/26/1984,True,team18,,opp_team14,1503.5081,42.721775,0.6548782,0
130,11/16/1990,False,team18,1502.7417,opp_team2,1597.9133,,0.50694811,0
131,2/19/1987,False,team6,1420.6556,opp_team9,,31.287014,0.43392864,1
132,12/14/1994,False,team19,,opp_team10,1551.2589,39.28297,0.55818766,1
133,3/26/1991,False,team19,1342.5547,opp_team4,1527.6752,27.412893,0.37989524,0
134,4/1/1979,False,team4,,opp_team2,1544.153,46.174805,0.64853853,0
135,1/28/1983,False,team18,1493.3872,opp_team19,1584.0013,39.589012,0.51350409,1
136,1/26/2005,False,team3,1557.1234,opp_team16,1459.1736,47.902962,0.75758612,0
137,12/1/2006,False,team27,1492.0063,opp_team37,1382.8745,40.602722,0.7692107,0
138,3/9/2011,False,team8,1442.4729,opp_team10,1285.6849,35.16333,0.81429911,0
139,12/20/1975,False,team12,1654.9916,opp_team8,1448.9185,58.564613,0.85344726,0
140,12/10/1999,False,team21,1548.002,opp_team22,1619.1964,,0.54135978,1
141,12/4/1997,False,team11,1601.941,opp_team7,1631.0885,52.609737,0.60057461,0
142,3/15/1999,False,team18,1380.0918,opp_team9,1579.7609,,0.360374,1
143,5/18/1976,True,team10,1548.4874,opp_team0,1546.1866,,0.64311057,1
144,11/19/1968,False,team58,1352.089,opp_team47,1314.8402,41.417877,0.68784583,0
145,4/12/2000,False,team1,1608.5182,opp_team19,1451.1323,52.330612,0.81481898,0
146,12/30/1987,False,team20,1318.6458,opp_team6,1424.2711,21.633907,0.49190515,1
147,12/29/2007,False,team27,1477.8429,opp_team22,1403.4651,39.379063,0.73180491,0
148,10/27/2010,False,team19,1352.3951,opp_team3,1391.2914,26.291695,0.58703983,0
149,1/24/1998,False,team10,1566.5999,opp_team4,1432.7158,49.033176,0.79353142,0
150,12/18/1993,False,team6,1649.7839,opp_team20,1453.3025,,0.84640574,0
151,1/25/2005,False,team5,1505.0979,opp_team16,1462.6454,42.232803,0.69424111,0
152,3/25/1978,False,team12,1500.5012,opp_team1,1482.304,41.392963,0.66382754,0
153,11/1/1985,False,team3,1557.9124,opp_team15,1380.7167,47.010147,0.83141184,0
154,3/24/1973,False,team32,1548.7101,opp_team10,1413.5331,49.495075,0.79474819,0
155,12/9/1987,False,team12,,opp_team10,1469.2411,,0.55720639,0
156,11/8/1997,False,team20,1437.9333,opp_team6,1516.1754,,0.53127134,1
157,10/21/1969,False,team1,1625.5043,opp_team6,,,0.93702871,0
158,2/12/2011,False,team7,,opp_team37,1442.2108,43.025017,0.74818677,1
159,1/11/1956,False,team0,1542.2524,opp_team35,1480.3555,41.491493,0.71747154,1
160,11/4/1999,False,team6,1530.9352,opp_team4,,44.784935,0.63042647,0
161,1/23/1982,False,team44,1383.6727,opp_team19,1470.6376,28.726099,0.51875031,1
162,2/11/1974,False,team7,1393.424,opp_team4,1306.0873,29.358599,0.74619043,1
163,4/27/2000,True,team15,,opp_team8,1508.937,51.589954,0.77663302,1
164,12/17/1968,False,team6,1272.1393,opp_team4,1602.2006,23.61352,0.21009727,1
165,11/28/2000,False,team18,1532.6027,opp_team26,1523.1003,,0.65256792,0
166,3/4/2009,False,team20,1324.8412,opp_team29,1283.8123,,0.69249886,1
167,1/19/1996,False,team24,1353.39,opp_team13,1658.4022,29.143551,0.23502611,0
168,12/16/1995,False,team13,1617.8434,opp_team21,1524.3199,54.856606,0.75287604,0
169,11/26/1988,False,team7,,opp_team0,1551.3029,,0.65885514,0
170,12/12/1995,False,team15,1542.3164,opp_team16,,48.440514,0.63734502,0
171,2/17/1988,False,team20,1263.566,opp_team9,1539.1808,18.125925,0.2667999,1
172,2/22/1983,False,team1,1510.6793,opp_team18,1494.4968,42.47974,0.66123444,0
173,3/14/2008,False,team5,1476.4581,opp_team4,1529.3302,37.593899,0.56740963,1
174,1/26/2010,False,team18,1618.2893,opp_team8,1459.1846,52.867218,0.81630731,0
175,2/6/1970,False,team7,1435.7424,opp_team5,1355.574,,0.73829645,0
176,10/29/2002,False,team2,,opp_team13,1637.541,57.432838,0.69362175,1
177,11/8/1972,False,team32,1450.986,opp_team41,1268.2302,39.783867,0.8358506,0
178,4/2/2000,False,team24,1592.8508,opp_team6,1658.2424,,0.54964143,1
179,1/17/2004,False,team38,1509.28,opp_team23,1381.4298,,0.78778267,0
180,12/5/2008,False,team3,1585.1226,opp_team4,1467.377,48.209766,0.77789557,1
181,12/27/1956,False,team34,1589.0481,opp_team1,1536.7937,,0.70608538,0
182,11/15/1958,False,team34,,opp_team35,1407.6788,41.744137,0.77111489,0
183,1/28/1972,False,team41,,opp_team14,1494.6265,,0.29435334,1
184,11/19/1995,False,team2,,opp_team20,1409.7479,46.28487,0.78108263,0
185,3/14/2014,False,team4,1187.7708,opp_team15,1601.2599,13.436374,0.14129342,1
186,3/15/2015,False,team42,1611.2052,opp_team5,1529.7437,,0.73973209,0
187,12/30/1969,False,team28,,opp_team52,1419.1492,,0.70985651,0
188,1/5/1988,False,team5,1516.8917,opp_team15,1516.6514,,0.64038372,0
189,4/10/2001,False,team2,1619.3167,opp_team6,1610.3638,54.28363,0.65185046,0
190,12/26/1969,False,team14,,opp_team0,1445.8469,31.498453,0.54691601,1
191,1/18/1981,False,team44,1440.6396,opp_team18,1247.3455,35.501316,0.84400535,0
192,12/23/1987,False,team10,,opp_team17,1497.7324,39.017559,0.63964689,1
193,12/9/2013,False,team27,1467.9641,opp_team16,1611.4927,,0.43768308,1
194,4/17/1987,False,team4,1526.6082,opp_team15,1492.2141,,0.68430656,1
195,1/6/1985,False,team9,1494.9984,opp_team15,1414.9689,40.975121,0.73814189,0
196,11/19/1985,False,team9,,opp_team19,,43.79163,0.70544738,1
197,2/16/1954,False,team56,1372.634,opp_team40,1560.5618,26.407257,0.37609586,1
198,12/7/2005,False,team23,1389.4781,opp_team5,1509.8295,28.946852,0.47074556,1
199,2/28/1993,False,team0,1519.8696,opp_team9,1559.3059,,0.58628601,0
200,2/9/1982,False,team17,1325.8638,opp_team12,,25.727415,0.37467429,0
201,4/6/1978,False,team6,,opp_team16,1528.3551,45.730118,0.68112898,1
202,5/27/2008,True,team13,1688.3048,opp_team2,1725.9913,58.716534,0.58872694,1
203,1/14/1978,False,team12,1502.8372,opp_team50,,,0.74452394,1
204,4/17/1992,False,team17,1636.5806,opp_team24,1244.6796,55.814014,0.94436026,0
205,2/12/1959,False,team28,,opp_team35,1473.3822,22.034573,0.40968639,0
206,4/24/1999,False,team12,,opp_team16,,31.392086,0.73992699,0
207,2/12/1975,False,team6,1428.4083,opp_team41,1566.5083,37.586674,0.44538847,0
208,10/31/1970,False,team28,1418.4795,opp_team8,1572.6729,,0.42263588,1
209,1/15/2001,False,team18,1579.4114,opp_team21,,,0.60260648,1
210,10/27/1979,False,team10,1389.8889,opp_team4,1609.7096,28.910995,0.33409017,1
211,4/7/1986,False,team1,1320.916,opp_team15,1406.3547,23.588112,0.52094311,0
212,11/27/1960,False,team2,,opp_team34,1636.2716,,0.45062768,1
213,4/3/1990,False,team1,1446.2379,opp_team10,1511.5479,38.585869,0.54975778,0
214,11/11/1987,False,team12,1450.5336,opp_team6,1468.5229,,0.61587858,0
215,12/8/1972,False,team45,1560.9717,opp_team47,,,0.66510421,0
216,12/28/2013,False,team8,1332.974,opp_team24,1542.656,23.128624,0.34719759,1
217,12/10/2013,False,team5,,opp_team8,1344.5228,41.107048,0.82907742,1
218,3/23/1995,False,team8,1368.2742,opp_team20,1310.954,,0.71210057,0
219,4/21/2002,True,team2,,opp_team9,1597.5244,,0.73649704,0
220,2/28/1995,False,team23,1660.6165,opp_team1,1619.6135,57.655754,0.69246697,0
221,3/28/1979,False,team8,,opp_team0,1396.0648,47.726856,0.82371432,0
222,1/6/1998,False,team21,,opp_team20,1363.0942,35.990009,0.73462272,0
223,11/1/1991,False,team3,,opp_team8,1501.8239,43.319462,0.67320478,1
224,1/15/1971,False,team8,1674.6805,opp_team28,1408.3757,,0.89173818,0
225,2/2/1993,False,team1,1610.5115,opp_team25,1344.8871,53.030811,0.89135945,0
226,2/14/2007,False,team17,1584.0991,opp_team10,1547.5544,49.876743,0.68697488,0
227,12/2/1989,False,team14,1542.3043,opp_team3,1691.3666,50.003216,0.42985934,0
228,2/20/2009,False,team11,1571.7443,opp_team18,,48.773804,0.63603008,0
229,3/22/1991,False,team15,1512.5229,opp_team0,1644.0405,45.278198,0.45476657,0
230,2/24/2009,False,team10,,opp_team29,1298.0846,60.324646,0.94772613,0
231,5/29/2004,True,team24,1661.2465,opp_team2,1697.6125,57.071724,0.59056616,0
232,3/13/1989,False,team17,1581.1143,opp_team10,1666.4429,,0.5211013,0
233,1/29/2008,False,team19,1384.0018,opp_team8,,29.569809,0.63968676,0
234,3/21/2006,False,team18,1700.2612,opp_team11,1480.0864,60.683586,0.86331189,0
235,5/26/1977,True,team4,1620.0298,opp_team9,1618.9897,53.931385,0.64144313,0
236,4/11/1994,False,team13,1645.4033,opp_team24,1291.17,56.020409,0.93180656,0
237,2/15/1988,False,team13,1406.4161,opp_team12,1394.0262,30.105383,0.65632695,1
238,12/8/1966,False,team39,1555.2601,opp_team31,1482.9985,49.489574,0.72940731,0
239,3/6/1973,False,team41,1227.441,opp_team0,,18.289675,0.12390922,1
240,11/24/2001,False,team23,1568.0956,opp_team30,,47.105938,0.70597702,1
241,12/21/2003,False,team22,1402.6101,opp_team12,1488.9932,31.717072,0.51958632,0
242,4/19/1983,True,team0,1599.5029,opp_team7,,51.646423,0.75032032,0
243,11/12/1968,False,team8,1290.7103,opp_team14,1318.6356,26.549364,0.60226113,0
244,11/11/1952,False,team57,1456.2319,opp_team40,1441.7444,36.385204,0.65904546,0
245,12/22/1992,False,team7,1424.0175,opp_team30,1453.1974,,0.60052979,1
246,11/13/2001,False,team22,1477.3571,opp_team4,1523.767,37.479988,0.57651651,1
247,1/15/1997,False,team20,1427.594,opp_team15,1544.667,33.121555,0.47544974,1
248,3/24/1968,True,team0,1533.1008,opp_team3,1447.5558,49.417164,0.74423224,0
249,4/17/2007,False,team7,,opp_team15,1417.2695,27.198307,0.54856569,0
250,3/2/2009,False,team20,1333.2258,opp_team13,1638.5708,,0.23468189,1
251,3/5/1992,False,team25,1359.9353,opp_team18,1317.6578,28.406034,0.69402719,0
252,12/12/1948,False,team35,1562.1749,opp_team43,1544.0371,53.721889,0.66375118,0
253,3/26/2004,False,team38,1464.3083,opp_team6,1420.7515,35.795437,0.69558895,1
254,2/26/2007,False,team4,1397.6512,opp_team21,1481.5363,31.244133,0.5231747,0
255,3/25/1983,False,team8,1608.2917,opp_team25,1481.8531,51.361473,0.786421,1
256,12/19/2010,False,team19,1341.4911,opp_team7,1553.9635,26.00288,0.34356594,0
257,2/19/2010,False,team6,1552.6954,opp_team7,1582.5627,46.88802,0.59958017,0
258,5/15/1999,True,team24,1466.3752,opp_team13,1677.3822,,0.34547094,1
259,5/1/2010,True,team10,1712.8506,opp_team0,1569.9084,,0.80194372,0
260,3/12/1961,False,team2,1511.0797,opp_team28,1439.3354,41.288754,0.72881913,0
261,1/14/1950,False,team1,1528.6012,opp_team0,1451.6871,,0.73466069,0
262,2/18/1954,False,team35,1644.5649,opp_team0,1561.7095,52.205856,0.741274,1
263,11/14/1990,False,team19,,opp_team8,,,0.27560371,0
264,12/29/1991,False,team8,1502.8489,opp_team11,1483.5327,,0.66526341,0
265,12/22/2001,False,team14,1538.3766,opp_team3,,,0.68379384,0
266,3/14/1995,False,team4,1314.5435,opp_team11,1583.3323,22.144726,0.27455643,1
267,11/26/1999,False,team2,,opp_team19,,47.519535,0.80525333,0
268,11/4/2005,False,team0,1517.4677,opp_team3,1648.1444,42.573696,0.45596695,1
269,2/17/1992,False,team14,1501.297,opp_team6,1625.8774,42.768452,0.46468478,0
270,3/28/2014,False,team6,,opp_team1,1467.2017,48.678795,0.76360446,0
271,4/16/1989,False,team2,1618.0151,opp_team22,1224.6387,54.27478,0.94480485,0
272,1/4/1994,False,team6,,opp_team14,1685.4684,,0.59722501,1
273,11/21/1972,False,team53,1478.4331,opp_team54,1530.6255,43.282291,0.56836975,0
274,11/5/1971,False,team0,1514.7708,opp_team3,1432.3304,47.242031,0.7408154,0
275,1/27/1955,False,team33,1559.3342,opp_team40,1568.0682,44.571815,0.62840241,0
276,2/26/1961,False,team2,1532.647,opp_team34,,43.847996,0.63299054,0
277,3/7/2003,False,team22,1418.7161,opp_team18,1701.8301,32.124428,0.25844067,1
278,5/3/2007,True,team12,1618.512,opp_team18,,,0.56077659,0
279,11/29/1991,False,team20,1422.9648,opp_team25,1386.5742,32.752769,0.68678415,1
280,3/2/1952,False,team56,1350.811,opp_team35,1628.8535,24.706881,0.26407504,1
281,3/14/1978,False,team41,1409.491,opp_team13,1590.7328,32.552914,0.38516894,0
282,3/10/1978,False,team2,1604.5328,opp_team5,1486.9762,51.691212,0.77770758,0
283,11/27/1985,False,team17,1532.828,opp_team5,1441.8051,,0.75018823,0
284,2/9/1989,False,team17,1565.6387,opp_team18,,47.566551,0.74668622,1
285,10/25/1969,False,team39,1455.5485,opp_team8,1404.337,,0.70483786,0
286,3/8/1998,False,team9,1566.5144,opp_team13,,,0.6509735,1
287,11/13/2013,False,team24,1522.7417,opp_team10,1364.2911,,0.81574196,0
288,1/14/1992,False,team5,,opp_team4,1484.0209,65.097023,0.89166576,0
289,10/31/1972,False,team10,1298.938,opp_team4,1340.9763,,0.58264822,0
290,4/11/1995,False,team5,,opp_team15,1628.3909,52.598866,0.60992658,0
291,11/30/1988,False,team17,1584.9851,opp_team5,1532.5652,51.659737,0.70628309,0
292,3/28/1969,True,team0,1554.3409,opp_team4,1545.8988,53.668926,0.65118295,0
293,2/14/1962,False,team1,1388.0062,opp_team0,1627.7401,,0.30909088,0
294,1/24/2004,False,team14,,opp_team20,,40.622337,0.69751102,0
295,11/10/2001,False,team5,,opp_team30,1550.339,20.654423,0.28688258,1
296,4/2/1993,False,team0,1593.0098,opp_team6,1684.9622,,0.51157939,1
297,12/29/2007,False,team23,1544.4899,opp_team37,1390.8524,45.802372,0.81154102,0
298,12/22/2006,False,team7,1393.3334,opp_team15,1485.558,29.010286,0.51118779,1
299,1/15/2005,False,team12,1391.2867,opp_team2,1566.3064,29.842583,0.39368516,1
300,11/18/2003,False,team14,1542.5596,opp_team22,1366.3497,43.251564,0.83061492,1
301,1/27/1983,False,team44,1350.5328,opp_team7,1509.473,,0.41598269,0
302,11/11/1980,False,team9,1460.3268,opp_team36,1505.5338,36.829803,0.57820612,1
303,1/23/2015,False,team16,1467.9291,opp_team0,1392.2473,36.45507,0.73327559,1
304,3/16/1982,False,team9,1501.6902,opp_team2,,40.128506,0.52042013,1
305,1/30/1975,False,team11,1461.1467,opp_team3,1547.9978,,0.51891381,0
306,3/3/1985,False,team20,1375.7699,opp_team36,1379.6409,,0.63491553,1
307,11/21/1973,False,team49,1429.8278,opp_team54,1473.1086,37.451923,0.58090788,0
308,5/28/1993,True,team14,1632.5222,opp_team6,1629.2019,53.888336,0.64445645,1
309,2/12/1969,False,team28,1396.1678,opp_team52,1396.6493,35.116482,0.63942629,1
310,5/15/1992,True,team0,,opp_team10,1655.6597,56.331909,0.60038871,0
311,3/11/1980,False,team7,1604.5023,opp_team4,1643.6426,,0.58669925,1
312,2/24/1953,False,team1,1667.1458,opp_team35,1620.9596,,0.69878423,0
313,2/18/1984,False,team36,,opp_team7,1481.4203,37.374958,0.61276621,0
314,2/5/1983,False,team3,1472.3743,opp_team19,1595.5007,39.331863,0.4667674,0
315,12/26/2005,False,team21,,opp_team9,1358.9934,,0.78570676,1
316,2/13/1980,False,team44,1460.9706,opp_team25,,35.428654,0.67031276,1
317,2/22/2015,False,team1,1297.2582,opp_team10,1582.2587,20.548918,0.25636494,1
318,4/27/1989,True,team7,1637.7438,opp_team8,1548.1125,56.366558,0.74868387,0
319,1/18/1947,False,team1,1322.4481,opp_team0,1222.4307,41.029667,0.75976527,1
320,11/24/2008,False,team37,1406.7069,opp_team4,1494.8594,32.082905,0.51704335,0
321,3/13/2009,False,team0,1703.5553,opp_team29,,60.475529,0.94943202,0
322,1/2/2002,False,team6,1574.9825,opp_team4,,45.614517,0.73646897,1
323,1/31/1997,False,team0,1337.4889,opp_team9,1534.4426,,0.36398476,0
324,12/26/1999,False,team14,1500.0303,opp_team4,1492.5132,39.944069,0.64997244,1
325,4/9/2007,False,team18,1744.9695,opp_team20,1528.3019,63.9258,0.86091197,0
326,3/6/2013,False,team18,,opp_team11,,40.619507,0.48232058,0
327,3/18/1984,False,team14,,opp_team12,1417.0603,41.177498,0.73374259,0
328,12/15/2012,False,team7,1590.1759,opp_team12,1492.4109,46.678627,0.75739068,1
329,11/23/1952,False,team43,1597.8853,opp_team0,1567.7246,,0.6790185,1
